Borough,Demographic Category,Demographic Variable,Cohort Year,Cohort,Total Cohort #,Total Grads #,Total Grads % of cohort,Total Regents #,Total Regents % of cohort,Total Regents % of grads,Advanced Regents #,Advanced Regents % of cohort,Advanced Regents % of grads,Regents w/o Advanced #,Regents w/o Advanced % of cohort,Regents w/o Advanced % of grads,Local #,Local % of cohort,Local % of grads,Still Enrolled #,Still Enrolled % of cohort,Dropped Out #,Dropped Out % of cohort,SACC (IEP Diploma) #,SACC (IEP Diploma) % of cohort,TASC (GED) #,TASC (GED) % of cohort
Staten Island,Ethnicity,Native American,2008,4 year August,15,8,53.3,7,46.7,87.5,1,6.7,12.5,6,40,75,1,6.7,12.5,6,40,1,6.7,0,0,0,0
Staten Island,Ethnicity,Native American,2007,4 year August,22,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
Staten Island,Ethnicity,Native American,2006,4 year August,16,10,62.5,9,56.3,90.0,1,6.3,10,8,50,80,1,6.3,10,3,18.8,3,18.8,0,0,0,0
Staten Island,Ethnicity,Native American,2005,4 year August,10,3,30.0,1,10.0,33.3,0,0.0,0,1,10,33.3,2,20,66.7,3,30,3,30,0,0,1,10
Staten Island,Ethnicity,Native American,2013,4 year June,15,11,73.3,11,73.3,100.0,1,6.7,9.1,10,66.7,90.9,0,0,0,2,13.3,2,13.3,0,0,0,0
Staten Island,Ethnicity,Native American,2012,4 year June,17,13,76.5,10,58.8,76.9,4,23.5,30.8,6,35.3,46.2,3,17.6,23.1,2,11.8,2,11.8,0,0,0,0
Staten Island,Ethnicity,Native American,2011,4 year June,22,15,68.2,15,68.2,100.0,3,13.6,20,12,54.5,80,0,0,0,2,9.1,5,22.7,0,0,0,0
Staten Island,Ethnicity,Native American,2009,4 year June,14,10,71.4,9,64.3,90.0,2,14.3,20,7,50,70,1,7.1,10,1,7.1,2,14.3,0,0,1,7.1
Staten Island,Ethnicity,Native American,2008,4 year June,15,8,53.3,7,46.7,87.5,1,6.7,12.5,6,40,75,1,6.7,12.5,6,40,1,6.7,0,0,0,0
Staten Island,Ethnicity,Native American,2007,4 year June,22,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
Staten Island,Ethnicity,Native American,2006,4 year June,16,10,62.5,9,56.3,90.0,1,6.3,10,8,50,80,1,6.3,10,3,18.8,3,18.8,0,0,0,0
Staten Island,Ethnicity,Native American,2005,4 year June,10,3,30.0,1,10.0,33.3,0,0.0,0,1,10,33.3,2,20,66.7,3,30,3,30,0,0,1,10
Staten Island,Ethnicity,Native American,2004,4 year June,8,5,62.5,4,50.0,80.0,1,12.5,20,3,37.5,60,1,12.5,20,3,37.5,0,0,0,0,0,0
Staten Island,Ethnicity,Native American,2003,4 year June,18,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
Staten Island,Ethnicity,Native American,2002,4 year June,9,5,55.6,3,33.3,60.0,2,22.2,40,1,11.1,20,2,22.2,40,3,33.3,1,11.1,0,0,0,0
Staten Island,Ethnicity,Native American,2001,4 year June,10,3,30.0,2,20.0,66.7,0,0.0,0,2,20,66.7,1,10,33.3,4,40,2,20,0,0,1,10
Staten Island,Ethnicity,Native American,2012,5 year August,17,13,76.5,10,58.8,76.9,4,23.5,30.8,6,35.3,46.2,3,17.6,23.1,2,11.8,2,11.8,0,0,0,0
Staten Island,Ethnicity,Native American,2011,5 year August,23,15,65.2,15,65.2,100.0,3,13.0,20,12,52.2,80,0,0,0,1,4.3,6,26.1,0,0,1,4.3
Staten Island,Ethnicity,Native American,2010,5 year August,19,13,68.4,12,63.2,92.3,4,21.1,30.8,8,42.1,61.5,1,5.3,7.7,3,15.8,1,5.3,0,0,2,10.5
Staten Island,Ethnicity,Native American,2009,5 year August,14,10,71.4,9,64.3,90.0,2,14.3,20,7,50,70,1,7.1,10,0,0,3,21.4,0,0,1,7.1
Staten Island,Ethnicity,Native American,2008,5 year August,15,11,73.3,8,53.3,72.7,1,6.7,9.1,7,46.7,63.6,3,20,27.3,1,6.7,3,20,0,0,0,0
Staten Island,Ethnicity,Native American,2007,5 year August,24,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
Staten Island,Ethnicity,Native American,2006,5 year August,16,12,75.0,9,56.3,75.0,1,6.3,8.3,8,50,66.7,3,18.8,25,0,0,3,18.8,0,0,1,6.3
Staten Island,Ethnicity,Native American,2012,5 year June,17,13,76.5,10,58.8,76.9,4,23.5,30.8,6,35.3,46.2,3,17.6,23.1,2,11.8,2,11.8,0,0,0,0
Staten Island,Ethnicity,Native American,2011,5 year June,23,15,65.2,15,65.2,100.0,3,13.0,20,12,52.2,80,0,0,0,1,4.3,6,26.1,0,0,1,4.3
Staten Island,Ethnicity,Native American,2010,5 year June,19,13,68.4,12,63.2,92.3,4,21.1,30.8,8,42.1,61.5,1,5.3,7.7,3,15.8,1,5.3,0,0,2,10.5
Staten Island,Ethnicity,Native American,2009,5 year June,14,10,71.4,9,64.3,90.0,2,14.3,20,7,50,70,1,7.1,10,0,0,3,21.4,0,0,1,7.1
Staten Island,Ethnicity,Native American,2008,5 year June,15,11,73.3,8,53.3,72.7,1,6.7,9.1,7,46.7,63.6,3,20,27.3,1,6.7,3,20,0,0,0,0
Staten Island,Ethnicity,Native American,2007,5 year June,24,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
Staten Island,Ethnicity,Native American,2006,5 year June,16,11,68.8,9,56.3,81.8,1,6.3,9.1,8,50,72.7,2,12.5,18.2,1,6.3,3,18.8,0,0,1,6.3
Staten Island,Ethnicity,Native American,2005,5 year June,9,4,44.4,1,11.1,25.0,0,0.0,0,1,11.1,25,3,33.3,75,2,22.2,2,22.2,0,0,1,11.1
Staten Island,Ethnicity,Native American,2004,5 year June,10,6,60.0,4,40.0,66.7,1,10.0,16.7,3,30,50,2,20,33.3,0,0,3,30,0,0,1,10
Staten Island,Ethnicity,Native American,2003,5 year June,18,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
Staten Island,Ethnicity,Native American,2002,5 year June,9,5,55.6,3,33.3,60.0,2,22.2,40,1,11.1,20,2,22.2,40,2,22.2,2,22.2,0,0,0,0
Staten Island,Ethnicity,Native American,2001,5 year June,10,5,50.0,2,20.0,40.0,0,0.0,0,2,20,40,3,30,60,1,10,3,30,0,0,1,10
Staten Island,Ethnicity,Native American,2011,6 year June,24,16,66.7,16,66.7,100.0,3,12.5,18.8,13,54.2,81.3,0,0,0,1,4.2,6,25,0,0,1,4.2
Staten Island,Ethnicity,Native American,2010,6 year June,19,13,68.4,12,63.2,92.3,4,21.1,30.8,8,42.1,61.5,1,5.3,7.7,2,10.5,3,15.8,0,0,1,5.3
Staten Island,Ethnicity,Native American,2009,6 year June,14,10,71.4,9,64.3,90.0,2,14.3,20,7,50,70,1,7.1,10,0,0,3,21.4,0,0,1,7.1
Staten Island,Ethnicity,Native American,2008,6 year June,15,11,73.3,8,53.3,72.7,1,6.7,9.1,7,46.7,63.6,3,20,27.3,1,6.7,3,20,0,0,0,0
Staten Island,Ethnicity,Native American,2007,6 year June,23,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
Staten Island,Ethnicity,Native American,2006,6 year June,17,12,70.6,9,52.9,75.0,1,5.9,8.3,8,47.1,66.7,3,17.6,25,0,0,3,17.6,0,0,2,11.8
Staten Island,Ethnicity,Native American,2005,6 year June,8,5,62.5,1,12.5,20.0,0,0.0,0,1,12.5,20,4,50,80,0,0,2,25,0,0,1,12.5
Staten Island,Ethnicity,Native American,2004,6 year June,10,6,60.0,4,40.0,66.7,1,10.0,16.7,3,30,50,2,20,33.3,0,0,4,40,0,0,0,0
Staten Island,Ethnicity,Native American,2003,6 year June,18,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
Staten Island,Ethnicity,Native American,2002,6 year June,9,5,55.6,3,33.3,60.0,2,22.2,40,1,11.1,20,2,22.2,40,1,11.1,3,33.3,0,0,0,0
Staten Island,Ethnicity,Native American,2001,6 year June,10,5,50.0,2,20.0,40.0,0,0.0,0,2,20,40,3,30,60,1,10,3,30,0,0,1,10
Staten Island,Ethnicity,White,2013,4 year August,2285,2001,87.6,1833,80.2,91.6,706,30.9,35.3,1127,49.3,56.3,168,7.4,8.4,190,8.3,64,2.8,15,0.7,15,0.7
Staten Island,Ethnicity,White,2012,4 year August,2199,1889,85.9,1727,78.5,91.4,660,30.0,34.9,1067,48.5,56.5,162,7.4,8.6,197,9,87,4,11,0.5,15,0.7
Staten Island,Ethnicity,White,2011,4 year August,2243,1888,84.2,1752,78.1,92.8,651,29.0,34.5,1101,49.1,58.3,136,6.1,7.2,210,9.4,105,4.7,19,0.8,20,0.9
Staten Island,Ethnicity,White,2010,4 year August,2384,2001,83.9,1832,76.8,91.6,678,28.4,33.9,1154,48.4,57.7,169,7.1,8.4,215,9,142,6,11,0.5,15,0.6
Staten Island,Ethnicity,White,2009,4 year August,2330,1912,82.1,1796,77.1,93.9,674,28.9,35.3,1122,48.2,58.7,116,5,6.1,259,11.1,121,5.2,16,0.7,22,0.9
Staten Island,Ethnicity,White,2008,4 year August,2329,1902,81.7,1782,76.5,93.7,658,28.3,34.6,1124,48.3,59.1,120,5.2,6.3,248,10.6,150,6.4,9,0.4,19,0.8
Staten Island,Ethnicity,White,2007,4 year August,2237,1842,82.3,1633,73.0,88.7,625,27.9,33.9,1008,45.1,54.7,209,9.3,11.3,201,9,153,6.8,11,0.5,30,1.3
Staten Island,Ethnicity,White,2006,4 year August,2461,1998,81.2,1697,69.0,84.9,748,30.4,37.4,949,38.6,47.5,301,12.2,15.1,232,9.4,173,7,25,1,31,1.3
Staten Island,Ethnicity,White,2005,4 year August,2368,1893,79.9,1541,65.1,81.4,715,30.2,37.8,826,34.9,43.6,352,14.9,18.6,239,10.1,139,5.9,45,1.9,52,2.2
Staten Island,Ethnicity,White,2013,4 year June,2285,1976,86.5,1815,79.4,91.9,706,30.9,35.7,1109,48.5,56.1,161,7,8.1,215,9.4,64,2.8,15,0.7,15,0.7
Staten Island,Ethnicity,White,2012,4 year June,2199,1850,84.1,1704,77.5,92.1,660,30.0,35.7,1044,47.5,56.4,146,6.6,7.9,236,10.7,87,4,11,0.5,15,0.7
Staten Island,Ethnicity,White,2011,4 year June,2243,1864,83.1,1733,77.3,93.0,651,29.0,34.9,1082,48.2,58,131,5.8,7,234,10.4,105,4.7,19,0.8,20,0.9
Staten Island,Ethnicity,White,2010,4 year June,2384,1949,81.8,1797,75.4,92.2,676,28.4,34.7,1121,47,57.5,152,6.4,7.8,267,11.2,142,6,11,0.5,15,0.6
Staten Island,Ethnicity,White,2009,4 year June,2330,1867,80.1,1758,75.5,94.2,671,28.8,35.9,1087,46.7,58.2,109,4.7,5.8,302,13,121,5.2,18,0.8,22,0.9
Staten Island,Ethnicity,White,2008,4 year June,2329,1834,78.7,1733,74.4,94.5,657,28.2,35.8,1076,46.2,58.7,101,4.3,5.5,316,13.6,150,6.4,9,0.4,19,0.8
Staten Island,Ethnicity,White,2007,4 year June,2237,1796,80.3,1606,71.8,89.4,625,27.9,34.8,981,43.9,54.6,190,8.5,10.6,246,11,154,6.9,11,0.5,30,1.3
Staten Island,Ethnicity,White,2006,4 year June,2461,1961,79.7,1678,68.2,85.6,746,30.3,38,932,37.9,47.5,283,11.5,14.4,268,10.9,174,7.1,25,1,31,1.3
Staten Island,Ethnicity,White,2005,4 year June,2368,1855,78.3,1521,64.2,82.0,715,30.2,38.5,806,34,43.5,334,14.1,18,277,11.7,139,5.9,45,1.9,52,2.2
Staten Island,Ethnicity,White,2004,4 year June,2243,1686,75.2,1366,60.9,81.0,687,30.6,40.7,679,30.3,40.3,320,14.3,19,315,14,167,7.4,75,3.3,0,0
Staten Island,Ethnicity,White,2003,4 year June,2336,1726,73.9,1366,58.5,79.1,586,25.1,34,780,33.4,45.2,360,15.4,20.9,381,16.3,171,7.3,43,1.8,15,0.6
Staten Island,Ethnicity,White,2002,4 year June,2389,1768,74.0,1384,57.9,78.3,628,26.3,35.5,756,31.6,42.8,384,16.1,21.7,364,15.2,187,7.8,21,0.9,47,2
Staten Island,Ethnicity,White,2001,4 year June,2304,1700,73.8,1309,56.8,77.0,650,28.2,38.2,659,28.6,38.8,391,17,23,351,15.2,205,8.9,41,1.8,7,0.3
Staten Island,Ethnicity,White,2012,5 year August,2216,1948,87.9,1761,79.5,90.4,660,29.8,33.9,1101,49.7,56.5,187,8.4,9.6,85,3.8,128,5.8,33,1.5,22,1
Staten Island,Ethnicity,White,2011,5 year August,2246,1963,87.4,1795,79.9,91.4,651,29.0,33.2,1144,50.9,58.3,168,7.5,8.6,85,3.8,151,6.7,26,1.2,20,0.9
Staten Island,Ethnicity,White,2010,5 year August,2382,2075,87.1,1870,78.5,90.1,678,28.5,32.7,1192,50,57.4,205,8.6,9.9,83,3.5,178,7.5,23,1,23,1
Staten Island,Ethnicity,White,2009,5 year August,2325,2001,86.1,1852,79.7,92.6,675,29.0,33.7,1177,50.6,58.8,149,6.4,7.4,98,4.2,185,8,16,0.7,24,1
Staten Island,Ethnicity,White,2008,5 year August,2319,1973,85.1,1835,79.1,93.0,658,28.4,33.4,1177,50.8,59.7,138,6,7,91,3.9,193,8.3,37,1.6,23,1
Staten Island,Ethnicity,White,2007,5 year August,2240,1901,84.9,1658,74.0,87.2,626,27.9,32.9,1032,46.1,54.3,243,10.8,12.8,67,3,208,9.3,36,1.6,28,1.3
Staten Island,Ethnicity,White,2006,5 year August,2478,2058,83.1,1721,69.5,83.6,748,30.2,36.3,973,39.3,47.3,337,13.6,16.4,85,3.4,245,9.9,56,2.3,30,1.2
Staten Island,Ethnicity,White,2012,5 year June,2216,1948,87.9,1761,79.5,90.4,660,29.8,33.9,1101,49.7,56.5,187,8.4,9.6,85,3.8,128,5.8,33,1.5,22,1
Staten Island,Ethnicity,White,2011,5 year June,2246,1950,86.8,1787,79.6,91.6,651,29.0,33.4,1136,50.6,58.3,163,7.3,8.4,98,4.4,151,6.7,26,1.2,20,0.9
Staten Island,Ethnicity,White,2010,5 year June,2382,2070,86.9,1869,78.5,90.3,678,28.5,32.8,1191,50,57.5,201,8.4,9.7,88,3.7,178,7.5,23,1,23,1
Staten Island,Ethnicity,White,2009,5 year June,2325,1989,85.5,1845,79.4,92.8,675,29.0,33.9,1170,50.3,58.8,144,6.2,7.2,110,4.7,185,8,16,0.7,24,1
Staten Island,Ethnicity,White,2008,5 year June,2319,1963,84.6,1831,79.0,93.3,658,28.4,33.5,1173,50.6,59.8,132,5.7,6.7,101,4.4,193,8.3,37,1.6,23,1
Staten Island,Ethnicity,White,2007,5 year June,2240,1890,84.4,1653,73.8,87.5,626,27.9,33.1,1027,45.8,54.3,237,10.6,12.5,72,3.2,214,9.6,36,1.6,28,1.3
Staten Island,Ethnicity,White,2006,5 year June,2478,2052,82.8,1719,69.4,83.8,748,30.2,36.5,971,39.2,47.3,333,13.4,16.2,85,3.4,251,10.1,56,2.3,30,1.2
Staten Island,Ethnicity,White,2005,5 year June,2390,1967,82.3,1572,65.8,79.9,716,30.0,36.4,856,35.8,43.5,395,16.5,20.1,96,4,211,8.8,64,2.7,51,2.1
Staten Island,Ethnicity,White,2004,5 year June,2299,1837,79.9,1417,61.6,77.1,690,30.0,37.6,727,31.6,39.6,420,18.3,22.9,89,3.9,237,10.3,68,3,68,3
Staten Island,Ethnicity,White,2003,5 year June,2336,1858,79.5,1417,60.7,76.3,591,25.3,31.8,826,35.4,44.5,441,18.9,23.7,120,5.1,268,11.5,74,3.2,16,0.7
Staten Island,Ethnicity,White,2002,5 year June,2389,1904,79.7,1434,60.0,75.3,629,26.3,33,805,33.7,42.3,477,20,25.1,127,5.3,266,11.1,43,1.8,47,2
Staten Island,Ethnicity,White,2001,5 year June,2304,1835,79.6,1353,58.7,73.7,654,28.4,35.6,699,30.3,38.1,485,21.1,26.4,73,3.2,327,14.2,62,2.7,7,0.3
Staten Island,Ethnicity,White,2011,6 year June,2255,1978,87.7,1802,79.9,91.1,651,28.9,32.9,1151,51,58.2,176,7.8,8.9,64,2.8,159,7.1,30,1.3,24,1.1
Staten Island,Ethnicity,White,2010,6 year June,2385,2105,88.3,1878,78.7,89.2,678,28.4,32.2,1200,50.3,57,227,9.5,10.8,54,2.3,180,7.5,25,1,21,0.9
Staten Island,Ethnicity,White,2009,6 year June,2328,2027,87.1,1864,80.1,92.0,675,29.0,33.3,1189,51.1,58.7,163,7,8,62,2.7,189,8.1,25,1.1,25,1.1
Staten Island,Ethnicity,White,2008,6 year June,2316,1994,86.1,1845,79.7,92.5,658,28.4,33,1187,51.3,59.5,149,6.4,7.5,36,1.6,207,8.9,55,2.4,22,0.9
Staten Island,Ethnicity,White,2007,6 year June,2236,1916,85.7,1666,74.5,87.0,626,28.0,32.7,1040,46.5,54.3,250,11.2,13,30,1.3,220,9.8,43,1.9,27,1.2
Staten Island,Ethnicity,White,2006,6 year June,2457,2073,84.4,1723,70.1,83.1,747,30.4,36,976,39.7,47.1,350,14.2,16.9,55,2.2,250,10.2,44,1.8,28,1.1
Staten Island,Ethnicity,White,2005,6 year June,2388,1991,83.4,1580,66.2,79.4,716,30.0,36,864,36.2,43.4,411,17.2,20.6,64,2.7,216,9,66,2.8,50,2.1
Staten Island,Ethnicity,White,2004,6 year June,2292,1862,81.2,1426,62.2,76.6,690,30.1,37.1,736,32.1,39.5,436,19,23.4,96,4.2,252,11,67,2.9,14,0.6
Staten Island,Ethnicity,White,2003,6 year June,2347,1891,80.6,1423,60.6,75.3,591,25.2,31.3,832,35.4,44,468,19.9,24.7,56,2.4,294,12.5,75,3.2,31,1.3
Staten Island,Ethnicity,White,2002,6 year June,2389,1933,80.9,1439,60.2,74.4,629,26.3,32.5,810,33.9,41.9,501,21,25.9,69,2.9,294,12.3,44,1.8,47,2
Staten Island,Ethnicity,White,2001,6 year June,2304,1842,79.9,1356,58.9,73.6,654,28.4,35.5,702,30.5,38.1,492,21.4,26.7,41,1.8,349,15.1,65,2.8,7,0.3
Bronx,ELL Status,Current ELL,2013,4 year August,1776,575,32.4,407,22.9,70.8,1,0.1,0.2,406,22.9,70.6,168,9.5,29.2,643,36.2,479,27,41,2.3,36,2
Bronx,ELL Status,Current ELL,2012,4 year August,1740,550,31.6,415,23.9,75.5,10,0.6,1.8,405,23.3,73.6,135,7.8,24.5,652,37.5,469,27,42,2.4,27,1.6
Bronx,ELL Status,Current ELL,2011,4 year August,1906,719,37.7,610,32.0,84.8,21,1.1,2.9,589,30.9,81.9,109,5.7,15.2,676,35.5,410,21.5,69,3.6,30,1.6
Bronx,ELL Status,Current ELL,2013,4 year June,1776,485,27.3,347,19.5,71.5,1,0.1,0.2,346,19.5,71.3,138,7.8,28.5,733,41.3,479,27,41,2.3,36,2
Bronx,ELL Status,Current ELL,2012,4 year June,1740,493,28.3,380,21.8,77.1,10,0.6,2,370,21.3,75.1,113,6.5,22.9,707,40.6,469,27,44,2.5,27,1.6
Bronx,ELL Status,Current ELL,2011,4 year June,1906,633,33.2,551,28.9,87.0,21,1.1,3.3,530,27.8,83.7,82,4.3,13,761,39.9,410,21.5,70,3.7,30,1.6
Bronx,ELL Status,Current ELL,2012,5 year August,1682,643,38.2,456,27.1,70.9,10,0.6,1.6,446,26.5,69.4,187,11.1,29.1,264,15.7,629,37.4,118,7,26,1.5
Bronx,ELL Status,Current ELL,2012,5 year June,1682,624,37.1,447,26.6,71.6,10,0.6,1.6,437,26,70,177,10.5,28.4,281,16.7,631,37.5,118,7,26,1.5
Bronx,ELL Status,Current ELL,2011,6 year June,1810,866,47.8,690,38.1,79.7,21,1.2,2.4,669,37,77.3,176,9.7,20.3,175,9.7,632,34.9,108,6,27,1.5
Bronx,ELL Status,Ever ELL,2013,4 year August,2448,1988,81.2,1804,73.7,90.7,232,9.5,11.7,1572,64.2,79.1,184,7.5,9.3,311,12.7,134,5.5,3,0.1,12,0.5
Bronx,ELL Status,Ever ELL,2012,4 year August,2710,2186,80.7,2023,74.6,92.5,228,8.4,10.4,1795,66.2,82.1,163,6,7.5,410,15.1,104,3.8,6,0.2,4,0.1
Bronx,ELL Status,Ever ELL,2011,4 year August,2226,1687,75.8,1542,69.3,91.4,191,8.6,11.3,1351,60.7,80.1,145,6.5,8.6,417,18.7,97,4.4,20,0.9,5,0.2
Bronx,ELL Status,Ever ELL,2013,4 year June,2448,1920,78.4,1755,71.7,91.4,232,9.5,12.1,1523,62.2,79.3,165,6.7,8.6,378,15.4,134,5.5,4,0.2,12,0.5
Bronx,ELL Status,Ever ELL,2012,4 year June,2710,2089,77.1,1950,72.0,93.3,228,8.4,10.9,1722,63.5,82.4,139,5.1,6.7,507,18.7,104,3.8,6,0.2,4,0.1
Bronx,ELL Status,Ever ELL,2011,4 year June,2226,1594,71.6,1475,66.3,92.5,190,8.5,11.9,1285,57.7,80.6,119,5.3,7.5,509,22.9,97,4.4,21,0.9,5,0.2
Bronx,ELL Status,Ever ELL,2012,5 year August,2185,1832,83.8,1666,76.2,90.9,145,6.6,7.9,1521,69.6,83,166,7.6,9.1,150,6.9,189,8.6,7,0.3,7,0.3
Bronx,ELL Status,Ever ELL,2012,5 year June,2185,1821,83.3,1659,75.9,91.1,145,6.6,8,1514,69.3,83.1,162,7.4,8.9,161,7.4,189,8.6,7,0.3,7,0.3
Bronx,ELL Status,Ever ELL,2011,6 year June,1715,1409,82.2,1231,71.8,87.4,133,7.8,9.4,1098,64,77.9,178,10.4,12.6,74,4.3,193,11.3,29,1.7,10,0.6
Bronx,ELL Status,Never ELL,2013,4 year August,9506,6539,68.8,5894,62.0,90.1,1315,13.8,20.1,4579,48.2,70,645,6.8,9.9,1788,18.8,993,10.4,74,0.8,103,1.1
Bronx,ELL Status,Never ELL,2012,4 year August,9388,6249,66.6,5711,60.8,91.4,1267,13.5,20.3,4444,47.3,71.1,538,5.7,8.6,1814,19.3,1184,12.6,52,0.6,79,0.8
Bronx,ELL Status,Never ELL,2011,4 year August,10146,6415,63.2,5921,58.4,92.3,1282,12.6,20,4639,45.7,72.3,494,4.9,7.7,2150,21.2,1359,13.4,118,1.2,91,0.9
Bronx,ELL Status,Never ELL,2013,4 year June,9506,6233,65.6,5668,59.6,90.9,1311,13.8,21,4357,45.8,69.9,565,5.9,9.1,2087,22,993,10.4,81,0.9,103,1.1
Bronx,ELL Status,Never ELL,2012,4 year June,9388,5999,63.9,5523,58.8,92.1,1265,13.5,21.1,4258,45.4,71,476,5.1,7.9,2064,22,1184,12.6,52,0.6,79,0.8
Bronx,ELL Status,Never ELL,2011,4 year June,10146,6097,60.1,5675,55.9,93.1,1280,12.6,21,4395,43.3,72.1,422,4.2,6.9,2463,24.3,1359,13.4,123,1.2,91,0.9
Bronx,ELL Status,Never ELL,2012,5 year August,9935,7188,72.4,6465,65.1,89.9,1350,13.6,18.8,5115,51.5,71.2,723,7.3,10.1,928,9.3,1559,15.7,162,1.6,88,0.9
Bronx,ELL Status,Never ELL,2012,5 year June,9935,7125,71.7,6429,64.7,90.2,1350,13.6,18.9,5079,51.1,71.3,696,7,9.8,989,10,1561,15.7,162,1.6,88,0.9
Bronx,ELL Status,Never ELL,2011,6 year June,10716,7664,71.5,6914,64.5,90.2,1343,12.5,17.5,5571,52,72.7,750,7,9.8,684,6.4,2017,18.8,224,2.1,119,1.1
Brooklyn,ELL Status,Current ELL,2013,4 year August,1593,573,36.0,403,25.3,70.3,25,1.6,4.4,378,23.7,66,170,10.7,29.7,573,36,408,25.6,24,1.5,14,0.9
Brooklyn,ELL Status,Current ELL,2012,4 year August,1534,486,31.7,372,24.3,76.5,19,1.2,3.9,353,23,72.6,114,7.4,23.5,609,39.7,390,25.4,31,2,16,1
Brooklyn,ELL Status,Current ELL,2011,4 year August,1807,748,41.4,666,36.9,89.0,99,5.5,13.2,567,31.4,75.8,82,4.5,11,633,35,378,20.9,33,1.8,14,0.8
Brooklyn,ELL Status,Current ELL,2013,4 year June,1593,479,30.1,343,21.5,71.6,24,1.5,5,319,20,66.6,136,8.5,28.4,667,41.9,408,25.6,24,1.5,14,0.9
Brooklyn,ELL Status,Current ELL,2012,4 year June,1534,403,26.3,323,21.1,80.1,19,1.2,4.7,304,19.8,75.4,80,5.2,19.9,691,45,390,25.4,32,2.1,16,1
Brooklyn,ELL Status,Current ELL,2011,4 year June,1807,657,36.4,588,32.5,89.5,96,5.3,14.6,492,27.2,74.9,69,3.8,10.5,722,40,380,21,33,1.8,14,0.8
Brooklyn,ELL Status,Current ELL,2012,5 year August,1463,572,39.1,431,29.5,75.3,19,1.3,3.3,412,28.2,72,141,9.6,24.7,253,17.3,531,36.3,89,6.1,16,1.1
Brooklyn,ELL Status,Current ELL,2012,5 year June,1463,554,37.9,418,28.6,75.5,19,1.3,3.4,399,27.3,72,136,9.3,24.5,269,18.4,532,36.4,89,6.1,16,1.1
Brooklyn,ELL Status,Current ELL,2011,6 year June,1646,852,51.8,730,44.3,85.7,96,5.8,11.3,634,38.5,74.4,122,7.4,14.3,151,9.2,536,32.6,89,5.4,18,1.1
Brooklyn,ELL Status,Ever ELL,2013,4 year August,3206,2702,84.3,2522,78.7,93.3,809,25.2,29.9,1713,53.4,63.4,180,5.6,6.7,375,11.7,105,3.3,5,0.2,19,0.6
Brooklyn,ELL Status,Ever ELL,2012,4 year August,3657,3053,83.5,2894,79.1,94.8,947,25.9,31,1947,53.2,63.8,159,4.3,5.2,492,13.5,79,2.2,8,0.2,22,0.6
Brooklyn,ELL Status,Ever ELL,2011,4 year August,2796,2231,79.8,2132,76.3,95.6,654,23.4,29.3,1478,52.9,66.2,99,3.5,4.4,440,15.7,98,3.5,23,0.8,3,0.1
Brooklyn,ELL Status,Ever ELL,2013,4 year June,3206,2573,80.3,2418,75.4,94.0,801,25.0,31.1,1617,50.4,62.8,155,4.8,6,503,15.7,105,3.3,6,0.2,19,0.6
Brooklyn,ELL Status,Ever ELL,2012,4 year June,3657,2898,79.2,2761,75.5,95.3,940,25.7,32.4,1821,49.8,62.8,137,3.7,4.7,646,17.7,79,2.2,9,0.2,22,0.6
Brooklyn,ELL Status,Ever ELL,2011,4 year June,2796,2135,76.4,2054,73.5,96.2,648,23.2,30.4,1406,50.3,65.9,81,2.9,3.8,536,19.2,98,3.5,23,0.8,3,0.1
Brooklyn,ELL Status,Ever ELL,2012,5 year August,2846,2472,86.9,2296,80.7,92.9,633,22.2,25.6,1663,58.4,67.3,176,6.2,7.1,159,5.6,183,6.4,14,0.5,17,0.6
Brooklyn,ELL Status,Ever ELL,2012,5 year June,2846,2449,86.1,2278,80.0,93.0,633,22.2,25.8,1645,57.8,67.2,171,6,7,180,6.3,185,6.5,14,0.5,17,0.6
Brooklyn,ELL Status,Ever ELL,2011,6 year June,2102,1779,84.6,1656,78.8,93.1,427,20.3,24,1229,58.5,69.1,123,5.9,6.9,94,4.5,188,8.9,29,1.4,11,0.5
Brooklyn,ELL Status,Never ELL,2013,4 year August,15297,11679,76.3,10839,70.9,92.8,3197,20.9,27.4,7642,50,65.4,840,5.5,7.2,2426,15.9,984,6.4,89,0.6,108,0.7
Brooklyn,ELL Status,Never ELL,2012,4 year August,15632,11621,74.3,10844,69.4,93.3,2860,18.3,24.6,7984,51.1,68.7,777,5,6.7,2680,17.1,1114,7.1,96,0.6,101,0.6
Brooklyn,ELL Status,Never ELL,2011,4 year August,16068,11659,72.6,11023,68.6,94.5,3034,18.9,26,7989,49.7,68.5,636,4,5.5,2913,18.1,1246,7.8,121,0.8,117,0.7
